,First Name,Date,Event,Pools,Table of 512,Table of 256,Table of 128,Table of 64,Table of 32,Table of 16,Table of 8,Semi-Finals,Bronze Medal Matches,Finals
Tesche,Askhat,4/18/2021,DV1WF,Ref: 1,,,Ref: 1,Ref: 1,Ref: 1,Assist: 1,Video: 1,,,
Tesche,Askhat,4/18/2021,Y12MF,,,,Ref: 1,Ref: 2,Ref: 1,,Assist: 1,Ref: 1,,Assist: 1
Tesche,Askhat,4/19/2021,Y10MF,,,,,,,,Video: 1,,,
Tesche,Askhat,4/19/2021,Y10WF,Ref: 1,,,,,Ref: 2,Ref: 1,Ref: 1,Assist: 1,,
Tesche,Askhat,5/6/2021,Y14MF,Ref: 1,,,Ref: 2,Ref: 1,,,Ref: 1,,,
Tesche,Askhat,5/6/2021,Y14WF,Ref: 1,,,Ref: 1,Ref: 1,,,Ref: 1,Assist: 1,,
Tesche,Askhat,5/7/2021,DV1MF,Ref: 1,,,Ref: 1,Ref: 1,Ref: 1,Ref: 1 Assist: 1,Video: 1,,,
Tesche,Askhat,5/8/2021,DV1WF,Ref: 1,,,Ref: 1,Ref: 1,Ref: 2,Ref: 1 Assist: 1,Assist: 1,,,
Tesche,Askhat,5/9/2021,U20MF,Ref: 1,,,Ref: 2,Ref: 1,Ref: 2,Ref: 1 Video: 1,Video: 1,,,
Tesche,Askhat,7/3/2021,DV1WF,Ref: 1,,,Ref: 1,Ref: 1,Ref: 1,Ref: 1,Assist: 1,,,
Tesche,Askhat,7/3/2021,U17MF,Ref: 1,,Ref: 2,Ref: 2,,,,,,,
Tesche,Askhat,7/4/2021,DV1MF,Ref: 1,,Ref: 1,Ref: 2,Ref: 1,Ref: 1,Assist: 1,Ref: 1,,,
Tesche,Askhat,7/5/2021,STMMF,,,,,,,Ref: 1,Ref: 1,Ref: 1,,Ref: 1
Tesche,Askhat,7/5/2021,U20WF,,,,Ref: 1,Ref: 1,Ref: 1,Video: 1,,,,
Tesche,Askhat,7/6/2021,U20MF,Ref: 1,,Ref: 3,Ref: 3,Ref: 1,Ref: 1,Ref: 1  Assist: 1,Assist: 1,Video: 1,,
Tesche,Askhat,7/7/2021,V50WF,,,,,,Ref: 1,Ref: 2,Video: 1  Assist: 1,Ref: 1,,Assist: 1
Tesche,Askhat,7/8/2021,JTMMF,,,,,,Ref: 1,Ref: 1,,,,
Tesche,Askhat,7/22/2021,U16WF,Ref: 1,,,Ref: 1,Ref: 2,,,,,,
Tesche,Askhat,7/22/2021,U19WS,Ref: 1,,,,Ref: 3,Ref: 1,Ref: 1,Ref: 1,,,
Tesche,Askhat,7/23/2021,U19MS,Ref: 2,,Ref: 2,Ref: 4,Ref: 2,Ref: 1,Ref: 1  Assist: 1,Assist: 1,,,
Tesche,Askhat,7/24/2021,U19WF,Ref: 1,,,,,Ref: 1,Ref: 1  Assist: 1,Ref: 1,Video: 1,,Video: 1
Tesche,Askhat,7/25/2021,U19MF,Ref: 1,,Ref: 2,Ref: 4,Ref: 2,Ref: 1,Video: 1,Video: 1,Ref: 1,,Ref: 1
Thliveris,Thomas,6/5/2021,DV1MF,Ref: 1,,,,,,,,,,
Thliveris,Thomas,6/5/2021,U17WF,Ref: 1,,,,,,,,,,
Thliveris,Thomas,6/6/2021,U17MF,Ref: 1,,,,,,Ref: 1  Video: 1,Video: 1,,,
Thornton,Ronald,7/3/2021,DV1WS,Ref: 1,,,Ref: 1,Ref: 1,,Assist: 1,,,,
Thornton,Ronald,7/3/2021,U17MS,Ref: 2,,Ref: 4,Ref: 2,,,,,,,
Thornton,Ronald,7/4/2021,U17WS,Ref: 2,,,,,,,,,,
Thornton,Ronald,7/5/2021,U20WS,Ref: 1,,Ref: 2,Ref: 4,Ref: 2,,Assist: 1,,,,
Thornton,Ronald,7/7/2021,STMWE,,,,,,,Ref: 1,Ref: 1,Ref: 1,Ref: 1,
Thornton,Ronald,7/7/2021,Y14MS,Ref: 1,,,Ref: 2,Ref: 1,,,,,,
Thornton,Ronald,7/8/2021,Y14WS,Ref: 1,,,Ref: 2,Ref: 1,,,,,,
Thornton,Ronald,7/9/2021,Y12MS,Ref: 1,,,,,,,,,,
Thornton,Ronald,7/9/2021,Y12WS,Ref: 1,,,,Ref: 2,Ref: 1,,,,,
Tolasova,Diana,4/16/2021,Y14MF,Ref: 1,,,Ref: 3,Ref: 1,Ref: 1,,Ref: 1,,,
Tolasova,Diana,4/16/2021,Y14WF,Ref: 1,,,Ref: 2,Ref: 2,Ref: 1,Ref: 1,,,,
Tolasova,Diana,4/17/2021,DV1MF,Ref: 1,,,Ref: 1,Ref: 2,,Ref: 1  Assist: 1,Assist: 1,,,
Tolasova,Diana,4/17/2021,Y12WF,,,,,Ref: 1,Ref: 2,,,,,
Tolasova,Diana,4/18/2021,DV1WF,Ref: 1,,,Ref: 1,Ref: 1,Ref: 1,Video: 1,,,,
Tolasova,Diana,4/18/2021,Y12MF,Ref: 1,,,Ref: 1,Ref: 1,,Ref: 1,,,,
Tolasova,Diana,4/19/2021,Y10MF,Ref: 1,,,,,Ref: 2,,,,,
Tolasova,Diana,7/3/2021,DV1WF,Ref: 1,,,Ref: 1,Ref: 2,,Video: 1,,,,
Tolasova,Diana,7/3/2021,U17MF,Ref: 1,,Ref: 2,Ref: 1,,,,,,,
Tolasova,Diana,7/4/2021,DV1MF,Ref: 1,,,Ref: 1,Ref: 1,Ref: 1,,,,,
Tolasova,Diana,7/4/2021,U17WF,Ref: 1,,Ref: 2,Ref: 2,Ref: 1,Ref: 1,,,,,
Tolasova,Diana,7/5/2021,STMMF,,,,,,Ref: 1,Ref: 1,,,,
Tolasova,Diana,7/5/2021,U20WF,Ref: 1,,,Ref: 2,Ref: 1,Ref: 1,,,,,
Tolasova,Diana,7/6/2021,JTMWF,,,,,,,Ref: 1,,Ref: 1,Ref: 1,
Tolasova,Diana,7/6/2021,U20MF,Ref: 1,,,,,,,,,,
Tolasova,Diana,7/8/2021,VTMWF,,,,,,,,Ref: 2,Ref: 1,,Ref: 1
Tolasova,Diana,7/9/2021,Y12MF,Ref: 1,,,Ref: 1,Ref: 2,Ref: 1,Ref: 1,,,,
Tolasova,Diana,7/10/2021,D1AMF,Ref: 1,,,Ref: 2,Ref: 1,Ref: 1,Ref: 1,,,,
Tolasova,Diana,7/10/2021,D1AWF,Ref: 1,,,,Ref: 1,Ref: 1,Ref: 1,Video: 1,,,
Tolasova,Diana,7/11/2021,DV2MF,Ref: 1,,,Ref: 2,Ref: 1,Ref: 1,Ref: 1,,,,
Tolasova,Diana,7/12/2021,DV3MF,Ref: 1,,,,Ref: 1,,,,,,
Tolasova,Diana,7/12/2021,DV3WF,Ref: 1,,,,Ref: 1,,,,,,
Tolasova,Diana,7/22/2021,U16WF,Ref: 1,,,Ref: 1,Ref: 2,,Video: 1  Assist: 1,Ref: 1,,,
Tolasova,Diana,7/23/2021,U16MF,Ref: 1,,,Ref: 2,Ref: 2,Ref: 1,,,,,
Tolasova,Diana,7/24/2021,U19WF,Ref: 1,,,Ref: 3,Ref: 2,Ref: 1,Video: 1,Assist: 1,,,
Tolasova,Diana,7/25/2021,U19MF,Ref: 1,,Ref: 1,Ref: 5,Ref: 2,Ref: 1,Video: 1,,,,
Tolba,Abdelrahman,7/3/2021,U17MF,Ref: 1,,Ref: 2,Ref: 1,Ref: 1,Ref: 2,Ref: 1  Assist: 1,Assist: 1,,,
Tolba,Abdelrahman,7/4/2021,U17WF,Ref: 1,,Ref: 1,Ref: 2,,Ref: 1,,,,,
Tolba,Abdelrahman,7/5/2021,U20WF,Ref: 1,,Ref: 1,,,,,,,,
Tolba,Abdelrahman,7/5/2021,V40MF,Ref: 1,,,,,,,Ref: 1  Assist: 1,Video: 1,,Ref: 1
Tolba,Abdelrahman,7/6/2021,U20MF,Ref: 1,,Ref: 2,Ref: 3,,,,,,,
Tolba,Abdelrahman,7/7/2021,Y14MF,Ref: 1,,Ref: 2,Ref: 1,Ref: 2,Ref: 1,,Ref: 1,Assist: 1,,
Tolba,Hussein,7/3/2021,DV1WS,Ref: 1,,,Ref: 1,Ref: 1,Ref: 1,Video: 1,,,,
Tolba,Hussein,7/3/2021,U17MS,Ref: 2,,Ref: 4,Ref: 4,,,,,,,
Tolba,Hussein,7/4/2021,DV1MS,Ref: 1,,,,Ref: 1,,Ref: 1,Ref: 1,Ref: 1,,
Tolba,Hussein,7/4/2021,U17WS,Ref: 2,,Ref: 2,Ref: 4,Ref: 2,Ref: 1,,Ref: 1,,,
Tolba,Hussein,7/5/2021,U20WS,Ref: 1,,,,,,,,,,
Tolba,Hussein,7/5/2021,V60WS,Ref: 1,,,,,,Ref: 1,Ref: 1  Assist: 1,Assist: 1,,
Tolbert,Zoe,6/4/2021,U20MF,Ref: 1,,,Ref: 3,Ref: 1,Ref: 1,Ref: 1,Assist: 1,,,
Tolbert,Zoe,6/5/2021,DV1MF,Ref: 1,,,Ref: 3,Ref: 1,,,,,,
Tolbert,Zoe,6/5/2021,U17WF,Ref: 1,,,Ref: 1,Ref: 2,,,,,,
Tolbert,Zoe,6/6/2021,U17MF,Ref: 1,,,Ref: 3,Ref: 1,,,,,,
Tolbert,Zoe,6/7/2021,U20WF,Ref: 1,,,Ref: 2,Ref: 1,,Ref: 1  Assist: 1,,,,
Tolbert,Zoe,7/3/2021,U17MF,Ref: 1,,Ref: 1,Ref: 2,Ref: 3,,Video: 1,Video: 1,Ref: 1,,
Tolbert,Zoe,7/4/2021,DV1MF,Ref: 1,,Ref: 1,Ref: 2,Ref: 1,,Ref: 1,Assist: 1,,,
Tolbert,Zoe,7/4/2021,U17WE,Ref: 1,,,,,,,,,,
Tolbert,Zoe,7/4/2021,U17WF,,,,,,,,Ref: 1,,,
Tolbert,Zoe,7/5/2021,STMMF,,,,,,,Ref: 1,Ref: 1,Ref: 1,Ref: 1,
Tolbert,Zoe,7/6/2021,U20MF,Ref: 1,,Ref: 3,Ref: 1,Ref: 1,,Ref: 1  Assist: 1,Ref: 1,,,
Tolbert,Zoe,7/8/2021,JTMMF,,,,,,,Ref: 1,Ref: 1,,,
Tolbert,Zoe,7/8/2021,Y14WF,Ref: 1,,,,,,,Assist: 1,Video: 1,,
Tolbert,Zoe,7/11/2021,DV2WF,Ref: 1,,,,,,,Assist: 1,Video: 1,,
Torchia,Daniel,4/16/2021,Y14ME,Ref: 1,,,Ref: 2,Ref: 2,Ref: 1,,,,,
Torchia,Daniel,4/16/2021,Y14WE,Ref: 1,,,Ref: 1,Ref: 2,Ref: 1,,Assist: 1,Ref: 1,,Video: 1
Torchia,Daniel,4/17/2021,DV1ME,Ref: 1,,,Ref: 1,Ref: 2,,Ref: 1,,,,
Torchia,Daniel,4/17/2021,Y12WE,Ref: 1,,,,Ref: 3,,Ref: 1,Video: 1,,,
Torchia,Daniel,4/18/2021,DV1WE,Ref: 1,,,,Ref: 1,Ref: 1,Assist: 1,Ref: 1,,,
Torchia,Daniel,4/18/2021,Y12ME,,,,,,,,Assist: 1,,,
Torchia,Daniel,4/19/2021,Y10ME,Ref: 1,,,,Ref: 1,Ref: 2,Ref: 2,Video: 1,Ref: 1,,
Toro,Alejandro,7/3/2021,U17ME,Ref: 1,,Ref: 2,Ref: 1,Ref: 1,,Assist: 1,,,,
Toro,Alejandro,7/4/2021,U17WE,Ref: 1,,Ref: 2,Ref: 1,Ref: 1,,,,,,
Toro,Alejandro,7/5/2021,STMMF,,,,,,Ref: 1,Ref: 1,Ref: 1,,,
Toro,Alejandro,7/5/2021,U20WF,Ref: 1,,Ref: 1,Ref: 1,Ref: 1,Ref: 1,Assist: 1,,,,
Toro,Alejandro,7/6/2021,U20ME,Ref: 1,,Ref: 2,Ref: 2,Ref: 1,,,,,,
Toro,Alejandro,7/6/2021,V60WE,Ref: 1,,,,,,,,,,
Toro,Alejandro,7/6/2021,V70WE,,,,,,,,Ref: 1,Assist: 1,,Ref: 1
Toro,Alejandro,7/7/2021,Y14MF,Ref: 1,,Ref: 1,Ref: 2,Ref: 1,Ref: 1,,Ref: 1,,,
Toro,Alejandro,7/8/2021,VTMWF,,,,,,,,,Ref: 1,,Ref: 1
Toro,Alejandro,7/8/2021,Y14WF,Ref: 1,,,Ref: 1,,Ref: 1,,Assist: 1,,,
Toro,Alejandro,7/9/2021,Y12ME,,,,,Ref: 2,Ref: 1,Ref: 1,Ref: 1,Ref: 1,,
Toro,Alejandro,7/9/2021,Y12WF,Ref: 1,,,Ref: 1,Ref: 1,Ref: 1,,Assist: 1,,,
Toro,Alejandro,7/10/2021,Y10MF,Ref: 1,,,Ref: 2,Ref: 2,,Ref: 1,Ref: 1,,,
Toro,Alejandro,7/10/2021,Y10WF,Ref: 2,,,Ref: 1,Ref: 2,Ref: 2,,Assist: 1,,,
Toro,Alejandro,7/11/2021,DV2WF,Ref: 1,,,Ref: 1,Ref: 1,Ref: 1,Ref: 1,Ref: 1,Assist: 1,,Assist: 1
Toro,Alejandro,7/12/2021,DV3MF,Ref: 1,,,Ref: 1,Ref: 2,,Ref: 1,,,,
Toro,Alejandro,7/12/2021,DV3WF,Ref: 1,,,Ref: 1,,Ref: 1,Ref: 1,,Video: 1,,
Tounkara,Sekou,7/5/2021,V50MF,Ref: 1,,,,,Ref: 2,Ref: 1,Ref: 1  Assist: 1,,,
Tucker,Matthew,5/6/2021,Y14MS,Ref: 2,,,Ref: 1,Ref: 2,Ref: 1,,Video: 1,,,Video: 1
Tucker,Matthew,5/6/2021,Y14WS,Ref: 1,,,Ref: 1,Ref: 2,Ref: 1,,,,,
Tucker,Matthew,5/7/2021,DV1MS,Ref: 2,,,Ref: 2,Ref: 3,Ref: 2,Ref: 1 Video: 1,Video: 1,Ref: 1,,
Tucker,Matthew,5/7/2021,U17WS,Ref: 2,,,Ref: 2,Ref: 2,Ref: 1,,,,,
Tucker,Matthew,5/8/2021,DV1WS,Ref: 2,,,Ref: 2,Ref: 4,Ref: 2,Ref: 1 Video: 1,Ref: 1,Ref: 1,,Assist: 1
Tucker,Matthew,5/8/2021,U17MS,Ref: 2,,,Ref: 2,Ref: 2,Ref: 1,,,,,
Tucker,Matthew,5/9/2021,U20MS,Ref: 2,,,Ref: 3,Ref: 2,Ref: 1,Ref: 1 Video: 1,Ref: 1,Video: 1,,
Tucker,Matthew,5/9/2021,U20WS,,,,Ref: 2,,,,,,,
Tucker,Matthew,6/4/2021,U20MS,Ref: 2,,,Ref: 4,Ref: 2,,Video: 1,Video: 1,Assist: 1,,Video: 1
Tucker,Matthew,6/5/2021,DV1MS,Ref: 1,,,Ref: 2,Ref: 2,,Ref: 1  Video: 1,Ref: 1,,,Assist: 1
Tucker,Matthew,6/5/2021,U17WS,,,,Ref: 3,Ref: 1,Ref: 1,Video: 1,Ref: 1,Video: 1,,
Tucker,Matthew,6/6/2021,DV1WS,Ref: 2,,,Ref: 2,Ref: 2,Ref: 2,Video: 1,Assist: 1,Assist: 1,,Video: 1
Tucker,Matthew,6/6/2021,U17MS,Ref: 2,,Ref: 1,Ref: 5,Ref: 1,,,,,,
Tucker,Matthew,6/7/2021,U20WS,Ref: 1,,,Ref: 2,Ref: 1,Ref: 1,Ref: 1,Ref: 1,,,Assist: 1
Tucker,Matthew,7/3/2021,DV1WS,,,,,Ref: 1,Ref: 1,Ref: 1,Video: 1,Video: 1,,Assist: 1
Tucker,Matthew,7/3/2021,U17MS,Ref: 2,,,Ref: 4,Ref: 2,Ref: 1,Video: 2,Video: 1,Video: 1,,Ref: 1
Tucker,Matthew,7/4/2021,DV1MS,Ref: 1,,,,Ref: 1,Ref: 1,Video: 1,Video: 1,Assist: 1,,Video: 1
Tucker,Matthew,7/4/2021,U17WS,Ref: 1,,Ref: 1,Ref: 4,Ref: 2,Ref: 1,Video: 2,Video: 1,Video: 1,,
Tucker,Matthew,7/5/2021,U20WS,Ref: 2,,,,,,Video: 1,Video: 1,,,Video: 1
Tucker,Matthew,7/5/2021,V60WS,Ref: 1,,,,,,Ref: 1,Ref: 1  Assist: 1,Video: 1,,
Tucker,Matthew,7/5/2021,V70WS,,,,,,,,Video: 2,Video: 1,,Video: 1
Tucker,Matthew,7/6/2021,U20MF,Ref: 1,,Ref: 4,Ref: 2,Ref: 2,Ref: 1,Video: 1  Assist: 1,Video: 1,Assist: 1,,Assist: 1
Tucker,Matthew,7/7/2021,STMWS,,,,,,,,Ref: 1,Ref: 1,,Ref: 1
Tucker,Matthew,8/27/2021,V50MS,Ref: 1,,,,,Ref: 1,Ref: 2,Ref: 1  Video: 1,Ref: 1,,Ref: 1
Tucker,Matthew,8/27/2021,V60MS,Ref: 1,,,,,Ref: 1,Ref: 2,Ref: 1  Video: 1,Ref: 1,,Ref: 1
Tucker,Matthew,8/28/2021,V60ME,,,,,,,,,,,Assist: 1
Tucker,Matthew,8/28/2021,V60WE,,,,,,,,Ref: 1,,,
Tucker,Matthew,8/28/2021,VETMS,Ref: 1,,,,,Ref: 3,Ref: 2,Ref: 1  Video: 1,Ref: 1,,Ref: 1
Tucker,Matthew,8/28/2021,VETWS,Ref: 1,,,,,Ref: 2,Ref: 1,Video: 1  Assist: 1,Ref: 1,,Video: 1
Van Der Wege,Gary,4/16/2021,Y14ME,Ref: 1,,,Ref: 1,Ref: 2,,,Video: 1,,,
Van Der Wege,Gary,4/16/2021,Y14WE,Ref: 1,,,Ref: 1,Ref: 1,,,Assist: 1,,,
Van Der Wege,Gary,4/17/2021,DV1ME,Ref: 1,,,Ref: 1,Ref: 1,Ref: 1,,,,,
Van Der Wege,Gary,4/17/2021,Y12WE,Ref: 1,,,,Ref: 2,Ref: 1,,,,,
Van Der Wege,Gary,4/18/2021,DV1WE,Ref: 1,,,,Ref: 1,Ref: 1,Ref: 1,,,,
Van Der Wege,Gary,4/18/2021,Y12ME,Ref: 1,,,,Ref: 2,Ref: 1,,,,,
Van Der Wege,Gary,7/8/2021,VTMWE,,,,,,,Ref: 1,Ref: 1,Ref: 1,,Ref: 1
Van Der Wege,Gary,7/8/2021,Y14WE,Ref: 1,,,Ref: 1,Ref: 1,Ref: 1,,,,,
Van Der Wege,Gary,7/9/2021,Y12ME,Ref: 1,,,,Ref: 2,Ref: 1,,Video: 1,Video: 1,,Ref: 1
Van Der Wege,Gary,7/9/2021,Y12WE,Ref: 1,,,,Ref: 3,Ref: 1,,,,,
Van Der Wege,Gary,7/10/2021,D1AME,Ref: 1,,,Ref: 1,Ref: 2,Ref: 1,Ref: 1,,,,
Van Der Wege,Gary,7/10/2021,Y10ME,Ref: 1,,,Ref: 1,Ref: 2,Ref: 1,Ref: 1,Video: 1,Video: 1,,
Van Der Wege,Gary,7/11/2021,DV2ME,Ref: 1,,,Ref: 1,,,,Video: 1,,,
Van Der Wege,Gary,7/11/2021,DV2WE,Ref: 1,,,,,,,Assist: 1,Video: 1,,
Van Der Wege,Gary,7/12/2021,DV3ME,Ref: 1,,,Ref: 1,Ref: 1,,Ref: 1,,,,
Van Der Wege,Gary,7/12/2021,DV3WE,Ref: 1,,,Ref: 1,Ref: 3,,,,,,
Vaughan,James,4/16/2021,Y14ME,Ref: 1,,,Ref: 2,Ref: 1,Ref: 1,,,,,
Vaughan,James,4/16/2021,Y14WE,Ref: 1,,,Ref: 1,Ref: 1,Ref: 1,,Assist: 1,Video: 1,,Ref: 1
Vaughan,James,4/17/2021,DV1ME,Ref: 1,,,Ref: 1,Ref: 1,Ref: 1,Assist: 1,,,,
Vaughan,James,4/17/2021,Y12WE,Ref: 1,,,,Ref: 1,Ref: 1,,Video: 1,Assist: 1,,Ref: 1
Vaughan,James,4/18/2021,DV1WE,Ref: 1,,,,Ref: 1,Ref: 1,Ref: 1,Video: 1,,,
Vaughan,James,4/18/2021,Y12ME,Ref: 1,,,,Ref: 2,,Ref: 1,Video: 1,Ref: 1,,Assist: 1
Vaughan,James,4/19/2021,Y10ME,Ref: 1,,,,Ref: 1,Ref: 1,Ref: 2,Video: 1,Ref: 1,,Assist: 1
Vaughan,James,5/6/2021,Y14ME,Ref: 1,,,Ref: 2,Ref: 2,Ref: 2,,Ref: 1,,,Video: 1
Vaughan,James,5/6/2021,Y14WE,,,,,,,Ref: 1,Assist: 1,,,
Vaughan,James,5/7/2021,DV1ME,,,,,Ref: 1,,Assist: 1,,,,
Vaughan,James,5/7/2021,U17WE,Ref: 1,,,Ref: 2,Ref: 1,Ref: 1,Ref: 1 Assist: 1,Video: 1,Assist: 1,,Ref: 1
Vaughan,James,5/8/2021,DV1WE,Ref: 1,,,Ref: 1,Ref: 1,,Ref: 1,,,,
Vaughan,James,5/8/2021,U17ME,,,,Ref: 2,Ref: 2,Ref: 1,,,,,
Vaughan,James,5/9/2021,U20ME,Ref: 1,,,Ref: 1,Ref: 1,Ref: 1,,,,,
Vaughan,James,5/9/2021,U20WE,Ref: 1,,,Ref: 2,Ref: 2,Ref: 1,Ref: 1 Assist: 1,Video: 1,,,
Vaughan,James,6/4/2021,U20ME,Ref: 1,,,Ref: 4,Ref: 1,Ref: 1,Assist: 1,,,,
Vaughan,James,6/5/2021,DV1ME,Ref: 1,,,Ref: 3,Ref: 1,Ref: 1,,,,,
Vaughan,James,6/5/2021,U17WE,Ref: 1,,,Ref: 1,Ref: 1,Ref: 1,Assist: 1,Assist: 1,Ref: 1,,
Vaughan,James,6/6/2021,DV1WE,Ref: 1,,,Ref: 2,Ref: 1,Ref: 1,Assist: 1,,,,
Vaughan,James,6/6/2021,U17ME,Ref: 1,,,Ref: 3,Ref: 1,,,,,,
Vaughan,James,6/7/2021,U20WE,Ref: 1,,,Ref: 3,Ref: 1,Ref: 1,Assist: 1,,Ref: 1,,
Vaughan,James,7/3/2021,DV1WE,Ref: 1,,,Ref: 1,Ref: 2,,,,,,
Vaughan,James,7/3/2021,U17ME,Ref: 1,,,,,Ref: 1,,,,,
Vaughan,James,7/4/2021,DV1ME,Ref: 1,,Ref: 1,Ref: 2,Ref: 2,,Assist: 1,Ref: 1,Assist: 1,,
Vaughan,James,7/4/2021,U17WE,,,Ref: 2,Ref: 1,Ref: 1,Ref: 1,Video: 1,Assist: 1,Video: 1,,
Vaughan,James,7/5/2021,STMME,,,,,,Ref: 1,,,,,
Vaughan,James,7/5/2021,U20WE,Ref: 2,,,,Ref: 1,Ref: 1,Video: 1,,Ref: 1,,Assist: 1
Vaughan,James,7/6/2021,JTMWE,,,,,,Ref: 1,Ref: 1,,,,Ref: 1
Vaughan,James,7/6/2021,U20ME,Ref: 1,,Ref: 3,Ref: 2,Ref: 1,Ref: 1,,,,,
Vaughan,James,7/7/2021,V50ME,Ref: 1,,,,,,,Ref: 1,Video: 1,,
Vaughan,James,7/7/2021,V60ME,,,,,Ref: 2,Ref: 1,Ref: 1,Assist: 1,,,
Vaughan,James,7/8/2021,JTMME,,,,,,Ref: 2,Ref: 1,Ref: 1,Ref: 1,Ref: 1,
Vaughan,James,7/9/2021,Y12ME,Ref: 1,,,Ref: 1,,Ref: 2,,Assist: 1,,,
Vaughan,James,7/9/2021,Y12WE,Ref: 1,,,,Ref: 2,,,,,,
Vaughan,James,7/10/2021,D1AME,Ref: 1,,,,,,Ref: 1,Video: 1  Assist: 1,Ref: 1,,Assist: 1
Vaughan,James,7/10/2021,Y10ME,,,,Ref: 1,Ref: 2,Ref: 2,Ref: 1,Video: 1,,,
Vaughan,James,7/11/2021,DV2ME,Ref: 1,,,Ref: 1,Ref: 1,Ref: 1,,,,,
Vaughan,James,7/11/2021,DV2WE,Ref: 1,,,Ref: 2,Ref: 1,Ref: 1,Ref: 1,,,,
Vaughan,James,7/12/2021,DV3ME,Ref: 1,,,Ref: 1,Ref: 1,Ref: 1,,,,,
Vaughan,James,7/12/2021,DV3WE,Ref: 1,,,,Ref: 1,,Ref: 1,Video: 1,Assist: 1,,
Vaughan,James,7/22/2021,U19ME,Ref: 1,,Ref: 1,Ref: 1,Ref: 1,Ref: 2,Video: 2,Ref: 1,,,
Vaughan,James,7/23/2021,U16WE,Ref: 1,,,Ref: 1,Ref: 1,Ref: 1,Video: 1,,,,Video: 1
Vaughan,James,7/24/2021,U16ME,Ref: 1,,,Ref: 3,Ref: 1,Ref: 3,Ref: 1  Video: 1,Ref: 1,,,
Vaughan,James,7/25/2021,U19WE,Ref: 1,,,Ref: 3,Ref: 2,Ref: 1,Video: 1,,,,
Vaughan,James,8/27/2021,VETME,Ref: 1,,,,Ref: 2,Ref: 2,,,,,
Vaughan,James,8/27/2021,VETWE,Ref: 1,,,,,Ref: 2,Ref: 1,Ref: 1,,,
Vaughan,James,8/28/2021,V50ME,Ref: 1,,,,,Ref: 3,Ref: 1,Ref: 1,Assist: 1,,
Vaughan,James,8/28/2021,V50WE,Ref: 1,,,,,Ref: 1,Ref: 3,Ref: 1,Ref: 1,,Assist: 1
Vega,Juan,7/22/2021,U19WS,Ref: 1,,,Ref: 2,,Ref: 1,Ref: 1,Video: 1,,,
Vega,Juan,7/23/2021,U19MS,Ref: 2,,Ref: 2,Ref: 4,Ref: 2,Ref: 1,Ref: 1  Assist: 1,,,,Assist: 1
Vega,Juan,7/24/2021,JTMMS,,,,,,,Ref: 2,Ref: 1,Ref: 1,,Ref: 1
Vega,Juan,7/25/2021,U16MS,Ref: 2,,,Ref: 2,Ref: 2,Ref: 1,Ref: 1  Assist: 1,Video: 1,,,
Vitoux,Michael,6/4/2021,U20ME,Ref: 1,,,Ref: 3,Ref: 1,,Ref: 1,,,,
Vitoux,Michael,6/5/2021,DV1ME,Ref: 1,,,Ref: 3,,,,,,,
Vitoux,Michael,6/5/2021,U17WE,Ref: 1,,,Ref: 2,Ref: 1,,,,,,
Vitoux,Michael,6/6/2021,DV1WE,Ref: 1,,,Ref: 1,Ref: 1,,Ref: 1,,,,
Vitoux,Michael,6/6/2021,U17ME,Ref: 1,,,Ref: 3,,,,,,,
Vitoux,Michael,6/7/2021,U20WE,Ref: 1,,,Ref: 2,Ref: 1,,Video: 1,Ref: 1,,,
Wang,Christine,7/3/2021,DV1WF,,,,Ref: 1,Ref: 1,,Ref: 1,,,,
Wang,Christine,7/3/2021,U17MF,Ref: 1,,Ref: 2,Ref: 1,Ref: 2,Ref: 1,Ref: 1,,,,
Wang,Christine,7/4/2021,DV1MF,Ref: 1,,Ref: 1,Ref: 2,Ref: 1,Ref: 1,Ref: 1,,,,
Wang,Christine,7/4/2021,U17WF,Ref: 1,,Ref: 1,Ref: 2,Ref: 1,,Ref: 1,Ref: 1,Assist: 1,,
Wang,Christine,7/6/2021,U20MF,Ref: 1,,Ref: 3,Ref: 1,Ref: 1,Ref: 1,Ref: 1  Assist: 1,Assist: 1,,,
Wang,Christine,7/7/2021,Y14MF,Ref: 1,,Ref: 1,Ref: 2,Ref: 1,,,Assist: 1,,,Ref: 1
Wang,Christine,7/8/2021,JTMMF,,,,,,Ref: 1,Ref: 1,,,,
Wang,Christine,7/8/2021,Y14WF,Ref: 1,,,Ref: 1,Ref: 1,Ref: 1,Ref: 1,,,,
Wang,Christine,7/9/2021,Y12MF,Ref: 1,,,Ref: 1,Ref: 2,,Ref: 1,Assist: 1,Ref: 1,,
Wang,Christine,7/9/2021,Y12WF,Ref: 1,,,,Ref: 2,,,,,,
Wang,Nicolas,7/8/2021,Y14WF,Ref: 1,,,Ref: 1,Ref: 1,,,,,,
Wang,Nicolas,7/9/2021,Y12MS,Ref: 1,,,,,,,,,,
Wang,Nicolas,7/9/2021,Y12WS,Ref: 1,,,,Ref: 2,Ref: 1,,Assist: 1,,,
Wang,Nicolas,7/10/2021,D1AWS,Ref: 1,,,,,,,,,,
Wang,Nicolas,7/10/2021,Y10WS,Ref: 1,,,,Ref: 1,Ref: 2,Ref: 1,Assist: 1,Ref: 1,,
Wangner,Ronald,5/6/2021,Y14ME,Ref: 1,,,,Ref: 2,Ref: 1,Ref: 1,,,,
