,First Name,Date,Event,Pools,Table of 512,Table of 256,Table of 128,Table of 64,Table of 32,Table of 16,Table of 8,Semi-Finals,Bronze Medal Matches,Finals
Jiang,Yangying,7/8/2021,JTMMF,,,,,,Ref: 1,Ref: 1,,,,
Jiang,Yangying,7/8/2021,Y14WF,Ref: 1,,,Ref: 1,Ref: 2,,,,,,
Jiang,Yangying,7/9/2021,Y12WE,Ref: 1,,,,Ref: 2,Ref: 1,,Assist: 1,Ref: 1,,
Jiang,Yangying,7/10/2021,D1AMF,Ref: 1,,,Ref: 2,Ref: 2,Ref: 1,,Ref: 1,,,
Jiang,Yangying,7/10/2021,Y10MF,Ref: 1,,,Ref: 2,Ref: 1,,,,,,
Jiang,Yangying,7/11/2021,DV2ME,Ref: 1,,,Ref: 2,Ref: 1,Ref: 1,Ref: 1,Ref: 1,,,
Jiang,Yangying,7/12/2021,DV3MF,Ref: 1,,,Ref: 2,,,,,,,
Jiang,Yangying,7/12/2021,DV3WF,Ref: 1,,,,Ref: 1,,,,,,
Jugan,Bruce,7/7/2021,V50ME,,,,,Ref: 4,Ref: 3,,Assist: 1,,,
Jugan,Bruce,7/7/2021,V60ME,Ref: 1,,,,,,,,,,
Jugan,Bruce,7/7/2021,Y14ME,Ref: 1,,,Ref: 2,Ref: 2,Ref: 1,,,,,
Jugan,Bruce,7/8/2021,VTMME,,,,,,Ref: 1,Ref: 1,Ref: 1,Ref: 1,,Ref: 1
Jugan,Bruce,7/8/2021,Y14WE,Ref: 1,,,Ref: 1,Ref: 1,,Ref: 1,,,,
Jugan,Bruce,7/9/2021,Y12ME,Ref: 1,,,Ref: 1,Ref: 1,Ref: 1,,,,,
Jugan,Bruce,7/9/2021,Y12WE,Ref: 1,,,Ref: 1,Ref: 1,,,,,,
Jugan,Bruce,7/10/2021,D1AME,Ref: 1,,,Ref: 2,Ref: 2,,,,,,
Jugan,Bruce,7/10/2021,Y10ME,Ref: 1,,,Ref: 1,Ref: 3,Ref: 1,,Assist: 1,,,
Jugan,Bruce,7/11/2021,DV2ME,Ref: 1,,,,,,,,,,
Jugan,Bruce,7/11/2021,DV2WE,Ref: 1,,,Ref: 1,Ref: 1,,,,,,
Karam,Tariq,7/22/2021,U19ME,Ref: 1,,,,,,,,,,
Karam,Tariq,7/22/2021,U19WS,Ref: 1,,,Ref: 2,,Ref: 1,Ref: 1,Assist: 1,Assist: 1,,
Karam,Tariq,7/23/2021,JTMWS,,,,,,,Ref: 1,Ref: 1,,Ref: 1,
Karam,Tariq,7/23/2021,U19MS,Ref: 2,,Ref: 3,Ref: 4,,Ref: 1,,,,,
Karam,Tariq,7/24/2021,JTMMS,,,,,,,Ref: 1,Ref: 1,,,
Karam,Tariq,7/24/2021,U16WS,Ref: 1,,,Ref: 1,Ref: 2,Ref: 1,Ref: 1  Assist: 1,Assist: 1,Assist: 1,,
Karam,Tariq,7/25/2021,U16MS,Ref: 2,,,Ref: 3,Ref: 2,Ref: 1,Ref: 1  Assist: 1,Assist: 1,Assist: 1,,
Kaszubowski,Adam,5/6/2021,Y14MF,Ref: 1,,,Ref: 2,Ref: 2,,,,,,
Kaszubowski,Adam,5/6/2021,Y14WF,Ref: 1,,,,Ref: 1,Ref: 1,,,,,
Kaszubowski,Adam,5/7/2021,DV1MF,Ref: 1,,,Ref: 2,Ref: 1,,Ref: 1 Assist: 1,,,,
Kaszubowski,Adam,5/7/2021,U17WF,Ref: 1,,,Ref: 3,Ref: 2,Ref: 1,,,,,
Kaszubowski,Adam,5/8/2021,DV1WF,,,,Ref: 1,Ref: 2,Ref: 1,,,,,
Kaszubowski,Adam,5/8/2021,U17MF,Ref: 1,,,Ref: 2,Ref: 2,Ref: 1,Ref: 1 Video: 1,Video: 1,Video: 1,,Ref: 1
Kaszubowski,Adam,5/9/2021,U20MF,Ref: 1,,,Ref: 1,Ref: 2,Ref: 1,Ref: 1 Assist: 1,Video: 1,,,
Kaszubowski,Adam,6/4/2021,U20MF,Ref: 1,,,Ref: 3,Ref: 1,,Video: 1,,,,
Kaszubowski,Adam,6/5/2021,DV1MF,Ref: 1,,,Ref: 2,Ref: 1,Ref: 2,,Ref: 1,Video: 1,,
Kaszubowski,Adam,6/5/2021,U17WF,,,,Ref: 1,Ref: 1,,,,,,
Kaszubowski,Adam,6/6/2021,DV1WF,,,,Ref: 2,Ref: 1,Ref: 1,,,,,
Kaszubowski,Adam,6/6/2021,U17MF,Ref: 1,,,Ref: 3,Ref: 2,,Ref: 1  Video: 1,Ref: 1,,,Video: 1
Kaszubowski,Adam,6/7/2021,U20WF,Ref: 1,,,Ref: 2,Ref: 2,,,,,,
Kaszubowski,Adam,7/3/2021,DV1WF,Ref: 1,,,Ref: 1,Ref: 1,Ref: 1,Video: 1,Video: 1,,,Video: 1
Kaszubowski,Adam,7/3/2021,U17MF,Ref: 1,,Ref: 1,Ref: 1,,,,,,,
Kaszubowski,Adam,7/4/2021,DV1MF,Ref: 1,,Ref: 1,Ref: 2,,,Video: 1,,,,
Kaszubowski,Adam,7/5/2021,STMMF,,,,,,Ref: 1,Ref: 1,Ref: 1,,,
Kaszubowski,Adam,7/5/2021,U20WF,Ref: 1,,Ref: 1,Ref: 2,Ref: 1,,,,,,
Kaszubowski,Adam,7/6/2021,U20MF,Ref: 1,,Ref: 2,Ref: 2,,Ref: 1,Video: 1,,,,
Kaszubowski,Adam,7/7/2021,Y14MF,Ref: 1,,,Ref: 2,Ref: 1,,,Assist: 1,Video: 1,,
Kaszubowski,Adam,7/8/2021,JTMMF,,,,,,Ref: 1,Ref: 1,Ref: 1,Ref: 1,Ref: 1,
Kaszubowski,Adam,7/9/2021,Y12MF,Ref: 1,,,Ref: 2,,Ref: 1,,,,,
Kaszubowski,Adam,7/10/2021,D1AMF,Ref: 1,,,Ref: 1,Ref: 2,Ref: 1,,,,,
Kaszubowski,Adam,7/10/2021,D1AWF,Ref: 1,,,,Ref: 2,Ref: 1,Ref: 1,Video: 1,Video: 1,,Ref: 1
Kaszubowski,Adam,7/11/2021,DV2MF,Ref: 1,,,Ref: 2,,,,,,,
Kaszubowski,Adam,7/12/2021,DV3MF,Ref: 1,,,Ref: 1,Ref: 1,Ref: 1,,,,,
Kaszubowski,Adam,7/22/2021,U16WF,Ref: 1,,,Ref: 1,Ref: 2,Ref: 1,Ref: 1  Video: 1,Ref: 1,Ref: 1,,
Kaszubowski,Adam,7/23/2021,U16MF,Ref: 1,,,Ref: 2,Ref: 1,,Video: 2,Video: 1,Video: 1,,
Kaszubowski,Adam,7/24/2021,U19WF,Ref: 1,,,Ref: 3,Ref: 2,Ref: 1,Ref: 1  Video: 1,Video: 1,Ref: 1,,
Kaszubowski,Adam,7/25/2021,U19MF,Ref: 1,,Ref: 2,Ref: 2,Ref: 2,Ref: 1,Video: 1,,,,
Katzenbach,Grayson,4/16/2021,Y14MF,Ref: 1,,,Ref: 4,Ref: 2,Ref: 1,,,,,
Katzenbach,Grayson,4/16/2021,Y14WF,Ref: 1,,,Ref: 1,Ref: 1,Ref: 1,,Ref: 1,,,
Katzenbach,Grayson,4/17/2021,DV1MF,Ref: 1,,,,Ref: 1,Ref: 1,,,,,
Katzenbach,Grayson,4/17/2021,Y12WF,Ref: 1,,,,Ref: 2,Ref: 1,Ref: 1,Assist: 1,Ref: 1,,Assist: 1
Katzenbach,Grayson,4/18/2021,DV1WF,Ref: 1,,,Ref: 1,Ref: 1,Ref: 1,Ref: 1  Assist: 1,Assist: 1,,,
Katzenbach,Grayson,4/18/2021,Y12MF,,,,Ref: 1,Ref: 2,,,Video: 1,Assist: 1,,
Katzenbach,Grayson,4/19/2021,Y10MF,,,,,,,,Assist: 1,,,
Katzenbach,Grayson,4/19/2021,Y10WF,Ref: 1,,,,,Ref: 2,Ref: 1,Assist: 1,Ref: 1,,
Katzenbach,Grayson,5/6/2021,Y14MF,Ref: 2,,,Ref: 2,,Ref: 1,,,,,
Katzenbach,Grayson,5/6/2021,Y14WF,Ref: 1,,,,Ref: 2,,Ref: 1,Ref: 1,,,
Katzenbach,Grayson,5/7/2021,U17WF,Ref: 1,,,,,Ref: 1,Ref: 1 Assist: 1,Assist: 1,Video: 1,,Assist: 1
Katzenbach,Grayson,5/8/2021,U17MF,Ref: 1,,,,Ref: 1,Ref: 1,Ref: 1 Video: 1,Ref: 1,,,
Katzenbach,Grayson,5/9/2021,U20MF,Ref: 1,,,Ref: 1,,Ref: 1,,,,,
Katzenbach,Grayson,5/9/2021,U20WF,Ref: 1,,,Ref: 2,Ref: 1,Ref: 1,Ref: 1,Ref: 1,,,
Kizik,Val,7/4/2021,DV1MS,Ref: 1,,,Ref: 2,Ref: 1,,,,,,
Kizik,Val,7/5/2021,V60WS,Ref: 1,,,,,,Ref: 1,Ref: 1  Assist: 1,Assist: 1,,Assist: 1
Kizik,Val,7/7/2021,Y14MS,,,,Ref: 1,Ref: 1,,,,,,
Kizik,Val,7/11/2021,DV2WS,Ref: 1,,,Ref: 1,,,,,,,
Kizik,Val,7/12/2021,DV3MS,Ref: 1,,,Ref: 2,Ref: 1,Ref: 1,,,,,
Klinkov,Ariana,5/6/2021,Y14WS,Ref: 1,,,,Ref: 2,Ref: 1,,Video: 1,Video: 1,,Video: 1
Klinkov,Ariana,5/7/2021,DV1MS,Ref: 2,,,Ref: 2,Ref: 4,Ref: 2,Ref: 1 Video: 1,Ref: 1,Video: 1,,
Klinkov,Ariana,5/7/2021,U17WS,Ref: 1,,,,Ref: 2,Ref: 1,,,,,
Klinkov,Ariana,5/8/2021,DV1WS,Ref: 2,,,Ref: 3,Ref: 4,Ref: 1,Ref: 2,Ref: 1,,,Ref: 1
Klinkov,Ariana,5/8/2021,U17MS,,,,,Ref: 1,Ref: 1,,,,,
Klinkov,Ariana,5/9/2021,U20MS,Ref: 2,,,,Ref: 2,,Ref: 2,Ref: 1,Video: 1,,
Klinkov,Ariana,6/4/2021,U20MS,Ref: 1,,,Ref: 4,Ref: 1,Ref: 1,Video: 1,,,,
Klinkov,Ariana,6/5/2021,DV1MS,Ref: 2,,,Ref: 3,Ref: 2,,Ref: 1  Video: 1,Video: 1,,,
Klinkov,Ariana,6/6/2021,U17MS,Ref: 2,,Ref: 1,Ref: 5,Ref: 3,Ref: 1,,,,,
Koehler,Kelly,4/16/2021,Y14MF,Ref: 1,,,Ref: 3,Ref: 2,,Ref: 1,Assist: 1,Video: 1,,
Koehler,Kelly,4/16/2021,Y14WF,Ref: 1,,,,,,,Video: 1,,,Video: 1
Koehler,Kelly,4/17/2021,DV1MF,,,,Ref: 1,Ref: 1,,Video: 2,Video: 1,Video: 1,,Ref: 1
Koehler,Kelly,4/18/2021,DV1WF,Ref: 1,,,Ref: 1,Ref: 1,Ref: 1,,Video: 1,Ref: 1,,
Koehler,Kelly,4/18/2021,Y12MF,,,,,Ref: 1,Ref: 1,Ref: 1,,,,
Koehler,Kelly,4/19/2021,Y10WF,,,,,,,,Video: 1,Video: 1,,
Lambdin-Abraham,Andrew,4/16/2021,Y14ME,Ref: 1,,,Ref: 2,Ref: 1,Ref: 1,,Video: 1,,,
Lambdin-Abraham,Andrew,4/16/2021,Y14WE,Ref: 1,,,Ref: 1,Ref: 1,,,,,,
Lambdin-Abraham,Andrew,4/17/2021,DV1ME,Ref: 1,,,Ref: 1,Ref: 2,Ref: 1,Assist: 1,Video: 1,Assist: 1,,
Lambdin-Abraham,Andrew,4/17/2021,Y12WE,,,,,Ref: 2,Ref: 1,Ref: 1,,,,
Lambdin-Abraham,Andrew,4/18/2021,DV1WE,Ref: 1,,,,Ref: 1,,Assist: 1,Video: 1,Ref: 1,,Video: 1
Lambdin-Abraham,Andrew,4/18/2021,Y12ME,,,,,Ref: 1,Ref: 2,Ref: 1,,,,
Lambdin-Abraham,Andrew,5/7/2021,DV1ME,Ref: 1,,,Ref: 1,Ref: 1,Ref: 1,Video: 1,,Video: 1,,
Lambdin-Abraham,Andrew,5/7/2021,U17WE,Ref: 1,,,Ref: 1,Ref: 1,Ref: 1,,,,,
Lambdin-Abraham,Andrew,5/8/2021,DV1WE,Ref: 1,,,Ref: 1,Ref: 1,,,Video: 1,,,
Lambdin-Abraham,Andrew,5/8/2021,U17ME,Ref: 1,,,Ref: 1,Ref: 1,Ref: 1,Ref: 1 Video: 1,Video: 1,,,
Lambdin-Abraham,Andrew,5/9/2021,U20ME,Ref: 1,,,Ref: 1,Ref: 1,Ref: 1,Ref: 1 Assist: 1,Video: 1,Ref: 1,,
Lambdin-Abraham,Andrew,5/9/2021,U20WE,,,,Ref: 1,,,,,,,
Lambdin-Abraham,Andrew,6/5/2021,DV1ME,Ref: 1,,Ref: 1,Ref: 2,Ref: 1,,Video: 1  Assist: 1,Ref: 1,Assist: 1,,Video: 1
Lambdin-Abraham,Andrew,6/5/2021,U17WE,,,,,Ref: 1,,Video: 1,Assist: 1,Video: 1,,
Lambdin-Abraham,Andrew,6/6/2021,DV1WE,,,,,Ref: 1,,Video: 1,,Video: 1,,
Lambdin-Abraham,Andrew,6/6/2021,U17ME,Ref: 1,,,Ref: 2,Ref: 2,Ref: 1,Ref: 1  Video: 1,Video: 2,,,Video: 1
Lambdin-Abraham,Andrew,6/7/2021,U20WE,Ref: 1,,,Ref: 3,Ref: 1,Ref: 1,Ref: 1,Video: 1,Assist: 1,,Video: 1
Larsen,Jeffrey,5/6/2021,Y14MS,Ref: 1,,,Ref: 2,Ref: 2,,Ref: 1,,,,
Larsen,Jeffrey,5/6/2021,Y14WS,Ref: 2,,,,Ref: 2,Ref: 1,Ref: 1,,,,
Larsen,Jeffrey,5/7/2021,U17WS,Ref: 2,,,Ref: 2,Ref: 2,Ref: 1,Ref: 1 Video: 1,Video: 1,Ref: 1,,
Larsen,Jeffrey,5/8/2021,DV1WS,Ref: 1,,,Ref: 1,,,,,,,
Larsen,Jeffrey,5/8/2021,U17MS,Ref: 2,,,Ref: 2,Ref: 2,Ref: 1,Ref: 1 Video: 1,Ref: 1,Ref: 1,,
Larsen,Jeffrey,5/9/2021,U20MS,Ref: 2,,,Ref: 3,Ref: 2,Ref: 1,,,,,
Larsen,Jeffrey,5/9/2021,U20WS,Ref: 2,,,Ref: 4,Ref: 2,Ref: 1,Ref: 1,,Video: 1,,
Larsen,Jeffrey,6/4/2021,U20MS,Ref: 2,,Ref: 1,Ref: 5,Ref: 4,Ref: 1,Ref: 1,Ref: 1,,,
Larsen,Jeffrey,6/5/2021,DV1MS,Ref: 2,,,Ref: 2,Ref: 1,Ref: 1,Ref: 1,Ref: 1,Ref: 1,,
Larsen,Jeffrey,6/5/2021,U17WS,,,,Ref: 2,Ref: 2,Ref: 1,Video: 1  Assist: 1,Video: 1  Assist: 1,,,
Larsen,Jeffrey,6/6/2021,DV1WS,Ref: 2,,,Ref: 1,Ref: 2,Ref: 2,Ref: 1  Assist: 1,Ref: 1,,,
Larsen,Jeffrey,6/6/2021,U17MS,Ref: 2,,,Ref: 5,Ref: 1,Ref: 2,,,,,
Larsen,Jeffrey,6/7/2021,U20WS,Ref: 2,,,Ref: 1,Ref: 2,Ref: 2,Ref: 1,Assist: 1,,,
Larsen,Jeffrey,7/3/2021,DV1WS,Ref: 1,,,Ref: 1,Ref: 2,Ref: 1,Ref: 1,Ref: 1,,,
Larsen,Jeffrey,7/3/2021,U17MS,Ref: 2,,Ref: 1,Ref: 2,Ref: 2,Ref: 1,,,,,
Larsen,Jeffrey,7/4/2021,DV1MS,Ref: 1,,,,Ref: 1,Ref: 1,Ref: 1,,,,
Larsen,Jeffrey,7/4/2021,U17WS,Ref: 2,,Ref: 1,Ref: 4,Ref: 2,Ref: 1,Ref: 1  Assist: 1,,,,
Larsen,Jeffrey,7/5/2021,U20WS,Ref: 2,,Ref: 2,,,Ref: 1,Video: 1,Video: 1,,,
Larsen,Jeffrey,7/5/2021,V70WS,,,,,,,,Ref: 1  Assist: 1,Ref: 1,,
Larsen,Jeffrey,7/6/2021,U20MS,Ref: 2,,,,Ref: 2,Ref: 1,Video: 1,,Ref: 1,,
Larsen,Jeffrey,7/6/2021,V40MS,Ref: 1,,,,,,Ref: 1,Ref: 2  Assist: 2,Ref: 1  Assist: 1,,
Larsen,Jeffrey,7/7/2021,STMWS,,,,,,,,Ref: 1,,,
Larsen,Jeffrey,7/7/2021,Y14MS,Ref: 1,,,Ref: 2,,,,,,,
Larsen,Jeffrey,7/8/2021,JTMMS,,,,,,Ref: 1,Ref: 1,Ref: 1,Ref: 1,,Ref: 1
Larsen,Jeffrey,7/9/2021,Y12MS,Ref: 1,,,,,,,,,,
Larsen,Jeffrey,7/9/2021,Y12WS,,,,,,,,Video: 1,Video: 1,,
Larsen,Jeffrey,7/10/2021,D1AMS,Ref: 1,,,,Ref: 2,Ref: 1,Ref: 1,Ref: 1,,,
Larsen,Jeffrey,7/10/2021,Y10MS,Ref: 1,,,Ref: 2,Ref: 2,Ref: 1,Ref: 1,Video: 1,,,
Larsen,Jeffrey,7/11/2021,DV2WS,Ref: 1,,,,,,,,,,
Larsen,Jeffrey,7/22/2021,U19ME,,,,,Ref: 1,,,,,,
Larsen,Jeffrey,7/22/2021,U19WS,Ref: 1,,,Ref: 3,,Ref: 1,,Video: 1,Ref: 1,,Assist: 1
Larsen,Jeffrey,7/23/2021,JTMWS,,,,,,,,,Ref: 1,,
Larsen,Jeffrey,7/23/2021,U19MS,Ref: 2,,Ref: 2,Ref: 4,Ref: 2,Ref: 1,Ref: 1  Assist: 1,Ref: 1  Assist: 1,,,
Larsen,Jeffrey,7/24/2021,JTMMS,,,,,,,Ref: 1,Ref: 1,,,
Larsen,Jeffrey,7/24/2021,U16WS,Ref: 1,,,,Ref: 2,Ref: 2,Ref: 1,Ref: 1  Assist: 1,,,
Larsen,Jeffrey,7/25/2021,U16MS,Ref: 2,,,Ref: 5,,,,,,,
Le,TAN,7/4/2021,U17WE,Ref: 1,,Ref: 1,Ref: 1,Ref: 1,,Assist: 1,,,,
Le,TAN,7/5/2021,U20WE,Ref: 1,,Ref: 2,Ref: 5,Ref: 2,Ref: 1,Assist: 1,,,,
Le,TAN,7/6/2021,U20ME,Ref: 1,,Ref: 2,,,,,,,,
Le,TAN,7/6/2021,V40WE,,,,,,,,Ref: 1,,,
Le,TAN,7/6/2021,V70WE,Ref: 1,,,,,,,Ref: 1  Assist: 1,Ref: 1,,
Le,TAN,7/7/2021,V80ME,,,,,,,,Assist: 1,,,
Le,TAN,7/7/2021,Y14ME,Ref: 1,,Ref: 1,Ref: 2,Ref: 1,,,,,,
Le,TAN,7/22/2021,U19ME,Ref: 1,,Ref: 3,Ref: 3,Ref: 1,,Ref: 1,,,,
Le,TAN,7/23/2021,JTMWS,,,,,,,Ref: 1,Ref: 1,Ref: 1,,
Le,TAN,7/23/2021,U19MS,Ref: 2,,Ref: 2,,,,,,,,
Le,TAN,7/24/2021,JTMMS,,,,,,Ref: 1,Ref: 1,,,,
Le,TAN,7/24/2021,JTMWE,,,,,,,Ref: 1,Ref: 1,Ref: 1,Ref: 1,
Le,TAN,7/24/2021,U16WS,Ref: 1,,,,,,,,,,
Le,TAN,7/25/2021,U16MS,,,,,,,Assist: 2,Assist: 1,,,
Lee,Ivan,4/16/2021,Y14MS,Ref: 2,,,Ref: 4,Ref: 2,Ref: 2,Ref: 1,Video: 1,,,
Lee,Ivan,4/16/2021,Y14WS,Ref: 1,,,,Ref: 4,,Ref: 1,Video: 1,Video: 1,,
Lee,Ivan,4/17/2021,DV1MS,Ref: 2,,,Ref: 2,Ref: 4,Ref: 2,Video: 2,Video: 1,Video: 1,,Ref: 1
Lee,Ivan,4/18/2021,DV1WS,Ref: 2,,,,Ref: 4,Ref: 3,Video: 2,Video: 1,Ref: 1,,
Lee,Ivan,4/18/2021,Y12MS,Ref: 1,,,,Ref: 2,Ref: 2,Ref: 1,,Video: 1,,
Lee,Ivan,4/19/2021,Y10MS,Ref: 1,,,,,Ref: 1,Ref: 1,Video: 1,Video: 1,,
Lee,Ivan,4/19/2021,Y10WS,Ref: 1,,,,,,Ref: 1,Ref: 1,,,
Lee,Ivan,5/6/2021,Y14MS,Ref: 1,,,Ref: 1,Ref: 2,Ref: 2,,Video: 1,Video: 1,,
Lee,Ivan,5/7/2021,DV1MS,Ref: 2,,,Ref: 3,Ref: 4,Ref: 2,Ref: 1 Video: 1,Ref: 1,,,Ref: 1
Lee,Ivan,5/7/2021,U17WS,Ref: 1,,,Ref: 2,Ref: 2,Ref: 1,,,,,
Lee,Ivan,5/8/2021,DV1WS,Ref: 2,,,Ref: 2,Ref: 4,Ref: 2,Ref: 1 Video: 1,Video: 1,,,Video: 1
Lee,Ivan,5/8/2021,U17MS,Ref: 2,,,Ref: 2,Ref: 2,Ref: 1,,,,,
Lee,Ivan,5/9/2021,U20MS,Ref: 2,,,Ref: 2,Ref: 2,Ref: 1,Ref: 1 Video: 1,Ref: 1,Ref: 1,,Video: 1
Lee,Ivan,6/4/2021,U20MS,,,,Ref: 3,,,,,,,
Lee,Ivan,6/6/2021,DV1WS,Ref: 1,,,,,,,,,,
Lehfeldt,Damien,6/5/2021,DV1ME,Ref: 1,,,Ref: 3,Ref: 1,Ref: 1,,,,,
Lehfeldt,Damien,6/5/2021,U17WE,Ref: 1,,,Ref: 2,Ref: 1,,Ref: 1  Assist: 1,Video: 1,,,
Lehfeldt,Damien,6/6/2021,DV1WE,Ref: 1,,,Ref: 2,Ref: 1,,,,,,
Lehfeldt,Damien,6/6/2021,U17ME,Ref: 1,,,Ref: 2,Ref: 1,Ref: 1,,,,,
Lendes-Panegue,Juan,4/16/2021,Y14MF,Ref: 1,,,Ref: 2,Ref: 1,Ref: 1,Ref: 1,,,,
Lendes-Panegue,Juan,4/16/2021,Y14WF,Ref: 1,,,,Ref: 1,,,,,,
Lendes-Panegue,Juan,4/17/2021,DV1MF,Ref: 1,,,Ref: 2,Ref: 2,Ref: 1,,,,,
Lendes-Panegue,Juan,4/17/2021,Y12WF,,,,,Ref: 2,Ref: 1,,Ref: 1,Video: 1,,
Lendes-Panegue,Juan,4/18/2021,DV1WF,Ref: 1,,,,Ref: 2,Ref: 1,Video: 1,,,,
Lendes-Panegue,Juan,4/18/2021,Y12MF,Ref: 1,,,Ref: 1,Ref: 2,Ref: 1,,Ref: 1,,,
Lendes-Panegue,Juan,4/19/2021,Y10MF,Ref: 1,,,,Ref: 1,Ref: 2,Ref: 1,Ref: 1,Video: 1,,Assist: 1
Lendes-Panegue,Juan,4/19/2021,Y10WF,,,,,,,,Ref: 1,,,
Lendes-Panegue,Juan,5/6/2021,Y14MS,Ref: 2,,,Ref: 2,Ref: 2,Ref: 1,Ref: 1,Ref: 1,,,
Lendes-Panegue,Juan,5/6/2021,Y14WS,Ref: 1,,,Ref: 1,Ref: 2,Ref: 1,Ref: 1,,,,
Lendes-Panegue,Juan,5/7/2021,DV1MS,Ref: 1,,,Ref: 1,,,Assist: 2,Assist: 1,Assist: 2,,Assist: 1
Lendes-Panegue,Juan,5/7/2021,U17WS,Ref: 2,,,Ref: 2,Ref: 2,Ref: 1,Ref: 2,Ref: 1,Video: 1,,Video: 1
Lendes-Panegue,Juan,5/8/2021,DV1WS,Ref: 2,,,Ref: 2,Ref: 4,Ref: 2,Ref: 1 Video: 1,Ref: 1,Video: 1,,
Lendes-Panegue,Juan,5/8/2021,U17MS,Ref: 2,,,Ref: 2,Ref: 2,Ref: 1,,,,,
Lendes-Panegue,Juan,5/9/2021,U20MS,Ref: 2,,,Ref: 2,Ref: 2,Ref: 1,,,,,
Lendes-Panegue,Juan,5/9/2021,U20WS,Ref: 2,,,Ref: 4,Ref: 3,Ref: 2,Video: 1,Video: 1,,,
Lendes-Panegue,Juan,6/4/2021,U20MF,Ref: 1,,,Ref: 1,Ref: 2,,,Ref: 1,,,
Lendes-Panegue,Juan,6/5/2021,DV1MF,Ref: 1,,Ref: 1,Ref: 2,Ref: 2,Ref: 1,Ref: 1  Assist: 1,,,,
Lendes-Panegue,Juan,6/5/2021,U17WF,,,,Ref: 1,Ref: 1,Ref: 1,Video: 1  Assist: 1,Assist: 1,Ref: 1,,
Lendes-Panegue,Juan,6/6/2021,DV1WF,Ref: 1,,,Ref: 2,Ref: 1,Ref: 1,Ref: 1  Assist: 1,Ref: 1,,,
Lendes-Panegue,Juan,6/6/2021,U17MF,Ref: 1,,,,,,,,,,
Lendes-Panegue,Juan,6/7/2021,U20WF,Ref: 1,,,Ref: 2,Ref: 2,Ref: 1,,Video: 1,,,
Lendes-Panegue,Juan,7/3/2021,DV1WF,Ref: 1,,,Ref: 1,Ref: 2,Ref: 1,Assist: 1,,,,
Lendes-Panegue,Juan,7/3/2021,U17MF,Ref: 1,,Ref: 3,Ref: 1,Ref: 1,,,,,,
Lendes-Panegue,Juan,7/4/2021,DV1MF,Ref: 1,,Ref: 1,Ref: 2,Ref: 1,,,,,,
Lendes-Panegue,Juan,7/4/2021,U17WF,Ref: 1,,Ref: 1,Ref: 1,Ref: 1,Ref: 1,Video: 1,Video: 1,Ref: 1,,Video: 1
Lendes-Panegue,Juan,7/5/2021,U20WS,Ref: 2,,,,Ref: 2,Ref: 1,Video: 1,,,,
Lendes-Panegue,Juan,7/5/2021,V70WS,Ref: 1,,,,,,Ref: 1,Ref: 1  Video: 1,Ref: 1,,Ref: 1
Lendes-Panegue,Juan,7/6/2021,JTMWS,,,,,,Ref: 1,Ref: 1,Ref: 1,Ref: 1,,Ref: 1
Lendes-Panegue,Juan,7/6/2021,U20MS,Ref: 2,,Ref: 4,Ref: 4,,,Assist: 1,,,,
Lendes-Panegue,Juan,7/7/2021,V60WF,Ref: 1,,,,,,Ref: 1,Ref: 1  Assist: 1,Video: 1,,Video: 1
Lendes-Panegue,Juan,7/8/2021,JTMMS,,,,,,Ref: 1,Ref: 1,Ref: 1,,,
Lendes-Panegue,Juan,7/8/2021,Y14WS,Ref: 1,,,Ref: 2,Ref: 1,Ref: 1,Ref: 1,Ref: 1,Video: 1,,
Lendes-Panegue,Juan,7/9/2021,Y12MS,Ref: 1,,,Ref: 1,Ref: 2,Ref: 1,Ref: 1,,,,
Lendes-Panegue,Juan,7/10/2021,D1AWS,Ref: 1,,,,Ref: 2,Ref: 2,Ref: 1,Assist: 1,,,Ref: 1
Lendes-Panegue,Juan,7/10/2021,Y10WS,Ref: 1,,,,Ref: 2,Ref: 2,Ref: 1,Video: 1,Video: 1,,Video: 1
Lendes-Panegue,Juan,7/11/2021,DV2MS,Ref: 1,,,Ref: 2,Ref: 2,Ref: 1,Ref: 1,,,,
Lendes-Panegue,Juan,7/11/2021,DV2WS,Ref: 1,,,Ref: 1,Ref: 2,,,,,,
Lendes-Panegue,Juan,7/12/2021,DV3MS,Ref: 1,,,Ref: 2,Ref: 2,Ref: 1,Ref: 1,Video: 1,,,
Lendes-Panegue,Juan,7/12/2021,DV3WS,Ref: 1,,,Ref: 2,Ref: 2,Ref: 1,,Assist: 1,,,
Lendes-Panegue,Juan,7/22/2021,U16WF,Ref: 1,,,Ref: 1,Ref: 1,,,,,,
Lendes-Panegue,Juan,7/22/2021,U19WS,Ref: 1,,,,Ref: 3,Ref: 1,Video: 1,Ref: 1,,,
Lendes-Panegue,Juan,7/23/2021,U19MS,Ref: 2,,Ref: 2,Ref: 4,Ref: 2,Ref: 1,Video: 2,,,,
Lendes-Panegue,Juan,7/24/2021,JTMMS,,,,,,Ref: 1,,Ref: 1,,,
Lendes-Panegue,Juan,7/24/2021,U16WS,Ref: 1,,,,Ref: 1,Ref: 2,,,,,
Lendes-Panegue,Juan,7/25/2021,U19MF,Ref: 1,,Ref: 2,Ref: 4,Ref: 2,Ref: 2,Video: 1,,,,
Li,Wei,7/5/2021,U20WF,Ref: 1,,Ref: 1,Ref: 1,Ref: 1,,Assist: 1,,,,
